transaction_id,account_id,transaction_type,amount,transaction_ts,merchant_category
97b90956-9365-48c6-bfd1-37f456879f33,A0170,Transfer,107.14,2023-01-24T15:14:00,Dining
1c83e87e-6a39-4d99-ae54-247c6462a5b0,A0076,Withdrawal,185.31,2023-01-15T22:13:00,Travel
724e0669-5a0d-45ec-be9e-961881c29807,A0163,Withdrawal,254.19,2023-01-18T21:12:00,Travel
0b1f6d40-3d26-43a9-ab35-bbfafd9b99bd,A0378,Payment,346.75,2023-01-28T00:30:00,Entertainment
06e10312-adc7-4139-b44b-1b58b904b273,A0259,Transfer,24.46,2023-01-26T14:51:00,Entertainment
62873da9-60b0-4918-a0b8-92447ab86008,A0243,Deposit,400.71,2023-01-17T18:20:00,Entertainment
eb7dbc76-5ad6-47e0-ab3d-ac057c1baaed,A0344,Deposit,315.81,2023-01-19T22:58:00,Travel
c72d6005-db37-4ff6-a373-e187f6147d6a,A0157,Deposit,45.47,2023-01-28T03:59:00,Dining
07dba81c-285a-488d-bd24-e5230a4f8ee0,A0135,Withdrawal,437.42,2023-01-03T08:05:00,Travel
3e3ff4bf-8fd9-4298-a779-984df6aca100,A0245,Withdrawal,460.83,2023-01-24T20:36:00,Healthcare
b7c32f2a-0e8b-416b-b0aa-f19d6a47ed0d,A0369,Transfer,35.23,2023-01-07T17:24:00,Education
74eea87b-1642-45b0-9b78-95e25af7e94f,A0348,Withdrawal,142.05,2023-01-02T10:29:00,Travel
de2026d7-ec3a-4e6a-a949-db9fa0617e7b,A0358,Deposit,404.07,2023-01-09T16:23:00,Groceries
b6577629-9616-47c0-abc1-99ff013522bd,A0225,Payment,375.39,2023-01-20T01:25:00,Utilities
cd878263-16e9-4ac1-8986-a1b9caa16d6b,A0211,Withdrawal,96.34,2023-01-19T16:14:00,Travel
61eba525-7fc9-4b7a-9311-000699bd567e,A0396,Transfer,108.63,2023-01-03T20:01:00,Healthcare
42aeba81-e483-4dcb-9afc-e173e8a3318d,A0070,Withdrawal,188.38,2023-01-26T12:38:00,Entertainment
a64e2884-b2d9-4893-b3b9-ab5609b24617,A0339,Transfer,244.84,2023-01-24T21:57:00,Dining
db473488-d41f-4d12-b9c8-5f7292016c70,A0160,Withdrawal,311.04,2023-01-21T22:04:00,Travel
daa18795-6377-49c9-88fb-8a5882bb9fbb,A0175,Payment,187.61,2023-01-30T06:39:00,Education
12850bae-6f7c-4629-a1c6-3c7cb0baa9cb,A0354,Payment,233.95,2023-01-28T18:21:00,Dining
c657e3d5-5024-4d7d-80d7-b688172e74e0,A0098,Withdrawal,375.0,2023-01-13T16:44:00,Travel
ac0069cd-7d13-429c-92e3-e6696ca3dcf2,A0152,Withdrawal,23.16,2023-01-14T13:04:00,Education
ab6d16b5-fc1e-4b76-b23a-67f6c2fc32d2,A0147,Withdrawal,129.96,2023-01-23T06:07:00,Entertainment
f164fb3d-2090-4c92-ad7b-d7f42ea727ff,A0245,Payment,358.11,2023-01-26T12:12:00,Education
3e5b4d55-06a8-492c-ad2e-2583f80cec6a,A0369,Payment,448.13,2023-01-14T02:20:00,Groceries
ced02686-997e-4c45-a537-796cf1cd2c77,A0293,Transfer,258.28,2023-01-18T22:56:00,Education
ae0a61cf-ef6b-49fd-a93d-54b7a07ffd43,A0176,Withdrawal,268.4,2023-01-14T05:15:00,Groceries
ab0d958c-c5ad-4290-ba5a-494b61cdc0a2,A0147,Deposit,58.05,2023-01-16T18:19:00,Dining
95e792e3-c308-4676-abec-954ec12d5c91,A0335,Payment,226.47,2023-01-22T19:16:00,Utilities
6eee704b-294a-464b-b6c4-b10cce9c6464,A0103,Payment,268.65,2023-01-26T13:52:00,Healthcare
e08b010c-5db8-4a2d-aac3-1c37a861ba59,A0139,Withdrawal,125.02,2023-01-05T23:18:00,Travel
d08ed5a0-ad06-43b5-8c0c-7a0d598744d8,A0379,Withdrawal,138.28,2023-01-12T00:49:00,Groceries
34e760b2-07b2-47d7-b111-6467b5734a51,A0342,Withdrawal,191.76,2023-01-30T00:48:00,Utilities
4224dde7-8967-461a-8379-36410432ace1,A0026,Deposit,14.94,2023-01-19T19:26:00,Entertainment
a4a95cfb-cc44-4d1b-92c3-f204431cbda6,A0367,Transfer,164.43,2023-01-05T13:49:00,Healthcare
a504fbed-d832-4da3-b749-73dc3d56b210,A0394,Withdrawal,109.67,2023-01-01T05:39:00,Travel
dac181e0-cd9e-4a65-9ed2-d567a701815c,A0080,Transfer,167.11,2023-01-30T17:07:00,Dining
092f7e27-0790-4707-bb18-0df2dc320839,A0244,Withdrawal,64.28,2023-01-14T01:44:00,Entertainment
c9ed9479-3217-46db-b804-30102a188d35,A0146,Deposit,445.81,2023-01-05T01:42:00,Healthcare
212464ce-3cc4-4080-b4d3-bc0ec3e5d941,A0293,Withdrawal,298.83,2023-01-25T08:31:00,Healthcare
8da99054-a98a-4fe0-963a-356b51e0e459,A0370,Deposit,341.16,2023-01-08T23:13:00,Dining
2124e285-f5e5-42de-ae2b-d2303dbef852,A0090,Deposit,395.64,2023-01-19T01:37:00,Education
ab5237cd-4c17-4670-a225-1522473ebc53,A0253,Withdrawal,251.73,2023-01-14T04:10:00,Groceries
41b8ac0a-564f-417c-bcc5-516426104588,A0004,Payment,48.03,2023-01-26T20:21:00,Travel
a4186f01-183f-46b4-9dfc-7b4b796e4b87,A0054,Payment,270.87,2023-01-13T22:49:00,Dining
04c96e7f-2d29-4df7-9dc8-fb3f67430a8d,A0328,Transfer,295.49,2023-01-07T02:34:00,Education
f1561f85-7608-4ea7-9a59-012907b7db40,A0258,Transfer,373.99,2023-01-13T10:00:00,Utilities
a529e8e6-9441-41f4-9cb0-f9e9ce8ad4e4,A0057,Payment,218.67,2023-01-08T09:29:00,Healthcare
0e6246e5-125a-47c8-81f0-047f381bef27,A0234,Payment,68.15,2023-01-09T11:22:00,Groceries
327dda03-c142-4465-9270-21aad9d688b4,A0377,Payment,145.47,2023-01-14T10:14:00,Travel
1a66a569-031f-465f-9a44-d0e31e8924e2,A0345,Withdrawal,184.73,2023-01-08T23:41:00,Travel
ab33b411-2cc5-423c-b541-c61aca6f4e70,A0327,Transfer,324.73,2023-01-20T11:09:00,Travel
b958512e-8c81-4f9d-92eb-62890a8c1e63,A0167,Deposit,287.54,2023-01-19T05:49:00,Healthcare
62f0fb6a-3151-4848-b6e7-bad390404506,A0048,Withdrawal,181.27,2023-01-07T09:35:00,Dining
0e6fdedf-b6cb-45d2-9f0c-206144665676,A0165,Withdrawal,493.33,2023-01-01T07:27:00,Entertainment
f39cd240-7764-4141-af25-08bec7cb69b9,A0196,Withdrawal,304.86,2023-01-21T07:57:00,Education
8f9dd07d-c91a-4660-a1d4-156b044be52a,A0136,Payment,122.43,2023-01-14T17:48:00,Travel
ae73f80e-b6c0-4676-860e-a8564ef4c124,A0370,Deposit,55.38,2023-01-12T21:41:00,Healthcare
9bd91c0b-e7fc-4582-b905-4524a8c88a96,A0184,Withdrawal,80.67,2023-01-03T19:51:00,Healthcare
f24afe6d-30c9-4d0e-b300-89853b22474b,A0060,Transfer,126.75,2023-01-14T23:06:00,Utilities
2fd9c384-cef6-4f58-a8ae-e0e6a6ab99f8,A0207,Payment,84.54,2023-01-06T08:14:00,Healthcare
428e69aa-74aa-45cd-9e99-5f4b13d528c9,A0151,Payment,97.35,2023-01-28T23:20:00,Utilities
092857cb-0e50-469e-82ba-5195256047b7,A0112,Withdrawal,146.12,2023-01-22T18:18:00,Utilities
ff5db3db-785f-4f81-93c7-bec395f2eedd,A0232,Payment,90.82,2023-01-19T22:12:00,Healthcare
c6e5ce62-2c02-4875-8266-4258a947f653,A0281,Transfer,448.9,2023-01-25T11:06:00,Education
d738f752-ede5-45de-9e8e-523d311cc0aa,A0340,Withdrawal,44.72,2023-01-12T06:17:00,Healthcare
b3e9086c-3ea8-4d06-8e6e-034546f39a80,A0386,Deposit,264.63,2023-01-24T21:59:00,Dining
b8a0025d-9e2a-49b4-93a6-d50abf0e40d6,A0270,Payment,208.15,2023-01-04T13:18:00,Travel
818610c8-4af9-4d82-b82b-bba85860fdf6,A0057,Deposit,491.28,2023-01-25T22:10:00,Travel
22348162-f582-46a1-b735-eec498843d51,A0103,Withdrawal,60.46,2023-01-08T11:43:00,Entertainment
022eb4b7-2f6d-4da6-a115-cf948086c9c8,A0266,Transfer,201.94,2023-01-06T06:57:00,Healthcare
67f16ef3-b187-48c4-8db1-d91394881858,A0105,Transfer,484.89,2023-01-05T03:19:00,Travel
9b67989a-cdec-49c6-a8fa-79dec88db39b,A0228,Deposit,433.43,2023-01-21T15:16:00,Utilities
5982463d-193c-4396-a01a-7631135b3642,A0262,Transfer,409.45,2023-01-21T18:56:00,Travel
03f7b022-470a-4654-aab1-5ba03df7e032,A0029,Transfer,132.66,2023-01-15T00:36:00,Healthcare
1d189f81-594c-4ee4-b0cd-eaaa4b712b2d,A0011,Transfer,89.59,2023-01-12T13:56:00,Education
18664b86-7f4c-44cb-abed-a40513b82289,A0001,Withdrawal,335.98,2023-01-27T07:40:00,Groceries
f510f5ef-2adc-4f1f-aa26-2ae7e72a0476,A0023,Transfer,465.04,2023-01-16T16:19:00,Healthcare
52e14983-780a-42e1-abb0-4902674faf55,A0032,Deposit,280.6,2023-01-04T03:23:00,Dining
16c75c28-d05e-495b-abcc-3d2fd52d1546,A0016,Payment,287.95,2023-01-19T14:35:00,Utilities
d09c99eb-c934-49bc-91b6-6567361cd616,A0393,Withdrawal,143.59,2023-01-30T04:42:00,Healthcare
f1ba91a3-bfb0-45c7-b6c5-49a59fd1ea9f,A0330,Transfer,385.9,2023-01-18T01:00:00,Dining
12d21599-6e2f-40e9-a8d6-89a8df92470a,A0229,Transfer,97.59,2023-01-18T02:18:00,Groceries
18f00d48-e2af-48b3-8b6f-08267dc01614,A0349,Withdrawal,165.22,2023-01-30T17:50:00,Education
27fbd43d-e203-4c36-afe1-18c11ba1e8e4,A0178,Deposit,215.59,2023-01-09T02:56:00,Travel
77f59585-7a18-4218-acd6-16c897d20896,A0201,Withdrawal,256.27,2023-01-11T03:14:00,Education
cb880af4-c517-4c80-9626-5e776a647037,A0001,Deposit,124.99,2023-01-14T13:53:00,Dining
36791482-b7dd-407d-99c2-8fd4885ef782,A0344,Transfer,61.84,2023-01-25T05:00:00,Dining
9d3f7217-f714-4339-a11e-878ab334ef3d,A0117,Withdrawal,307.26,2023-01-21T23:07:00,Entertainment
40877a5f-a8c3-48c3-8203-8c1f123f632d,A0079,Payment,147.87,2023-01-09T13:52:00,Healthcare
103e38e2-7150-45ea-8137-1ea9733c1310,A0391,Deposit,292.71,2023-01-02T11:11:00,Education
4609e1d0-d196-46d0-9054-c6d456606fb8,A0338,Transfer,81.41,2023-01-28T23:39:00,Education
e74f33a4-5000-4168-a3b3-827ebec38ca9,A0008,Withdrawal,243.16,2023-01-10T09:05:00,Groceries
9f59919f-c9ea-4e3e-a676-88bc685d79a6,A0051,Deposit,268.63,2023-01-21T07:37:00,Travel
c0be06c7-2ce1-48f8-bb39-7cb04e2d1bc2,A0344,Deposit,30.65,2023-01-12T03:18:00,Healthcare
37bc9bc2-95f5-47ea-a81c-0997fdbe6a97,A0022,Transfer,171.62,2023-01-20T23:27:00,Utilities
08bb9df1-6450-4a25-a363-83404a55a82b,A0276,Withdrawal,71.54,2023-01-03T13:39:00,Utilities
be5e7775-3fcf-4e11-94ac-a5e185908267,A0257,Payment,36.37,2023-01-11T15:46:00,Education
ee4d135e-0f76-4b76-a316-424329a62708,A0374,Payment,495.03,2023-01-27T06:45:00,Travel
c73a804e-85ea-4de5-a40c-c4282be420b5,A0395,Payment,164.57,2023-01-11T18:45:00,Entertainment
f29ffc5b-3db0-49fd-941e-d906cbc062eb,A0073,Withdrawal,405.89,2023-01-19T19:43:00,Entertainment
7bb8e125-0305-4243-bb27-674ab37e4193,A0140,Deposit,131.05,2023-01-26T08:05:00,Travel
bec170d5-f4e7-4538-ab10-d2ec6f3b9721,A0376,Withdrawal,342.34,2023-01-29T11:45:00,Healthcare
d429a8f2-949b-4e76-8b89-4299d7a9ef07,A0218,Transfer,381.31,2023-01-03T03:12:00,Entertainment
c1816413-2753-4ae9-9502-fa9e63eb28ab,A0329,Transfer,299.84,2023-01-24T20:51:00,Entertainment
38c6dc5c-246f-4ec3-9078-e8113572657b,A0356,Transfer,238.43,2023-01-19T13:55:00,Utilities
4a6af82a-3b6a-4856-8bcc-40447a6b6912,A0153,Transfer,208.86,2023-01-09T08:50:00,Education
1f8e331b-3b72-4856-977e-a8ddaa4f9a74,A0275,Transfer,177.69,2023-01-11T23:12:00,Education
303627f7-457a-44f9-9752-34627415dd5d,A0115,Payment,465.12,2023-01-07T13:40:00,Education
d2702730-b796-4096-bf6a-4ca3527b6851,A0237,Deposit,416.16,2023-01-26T14:16:00,Dining
cfb6ad9c-b1b9-44cb-bba1-54240f18d342,A0213,Withdrawal,482.69,2023-01-18T16:15:00,Utilities
1fe7508f-68ad-474e-8271-719e9fc93c6e,A0130,Withdrawal,66.53,2023-01-16T00:44:00,Healthcare
58697d89-6f02-49c6-bd33-bc4eb54540e5,A0040,Transfer,366.78,2023-01-17T21:18:00,Groceries
f3211b91-31f9-47c6-84bf-e576d50e8bbc,A0274,Withdrawal,469.48,2023-01-03T08:17:00,Entertainment
a71e895b-4d79-4e10-a4e7-4eb28da7af1b,A0193,Deposit,94.71,2023-01-04T07:29:00,Utilities
6c4cb48f-d7d7-4c93-8934-50619ec903e8,A0389,Withdrawal,37.92,2023-01-22T19:37:00,Utilities
7b03753e-4950-4976-8123-dfbff8752bd5,A0170,Payment,371.85,2023-01-01T16:44:00,Utilities
bb83707e-6fb0-4e99-81f1-7f80c18e5c61,A0097,Deposit,289.36,2023-01-22T19:06:00,Utilities
1ff6d566-3964-4b4f-8d6a-266ce267450c,A0356,Withdrawal,421.71,2023-01-19T01:13:00,Utilities
585c4613-f0d7-469c-806c-d71e885d6518,A0282,Payment,74.19,2023-01-13T21:10:00,Dining
814ad32a-52cc-466b-af32-fc315f9b7e69,A0238,Payment,398.66,2023-01-15T00:52:00,Entertainment
3794e6ea-77f5-412c-877a-9fac1712c911,A0184,Transfer,104.81,2023-01-22T05:00:00,Groceries
c7466553-fa35-47ed-88ca-f787aed66333,A0369,Transfer,86.01,2023-01-15T13:46:00,Utilities
199e6016-c6da-4191-ba9a-f9c4a20a7388,A0189,Payment,86.31,2023-01-19T20:07:00,Groceries
599eda18-234c-448b-80dd-b9af5458d024,A0288,Withdrawal,408.21,2023-01-07T15:23:00,Groceries
46a76b23-9e9a-4ca5-82f1-bc2cf5cf9ffd,A0133,Transfer,334.27,2023-01-14T10:25:00,Utilities
b8a54eb1-efa4-46f2-9aa3-3e2d56f125f2,A0100,Payment,263.92,2023-01-11T11:14:00,Dining
6a27223e-c688-4f08-8fba-970375735a15,A0291,Withdrawal,182.62,2023-01-23T17:22:00,Travel
3c2d34f3-30b4-4a79-9d90-f9d58b622503,A0335,Payment,439.21,2023-01-12T17:04:00,Education
f5fabf5a-2d62-4043-848e-a00fc288262b,A0250,Transfer,199.26,2023-01-21T23:20:00,Utilities
2baf3f57-9b11-463a-9550-50d6bc0290d7,A0375,Payment,409.22,2023-01-08T16:52:00,Utilities
5913240e-529b-4900-aba9-8ca45aa9abc0,A0368,Transfer,222.37,2023-01-09T09:01:00,Travel
46e49a2a-0bc2-4deb-b852-28c68f4bc52e,A0328,Deposit,191.59,2023-01-24T20:17:00,Groceries
f5e4cc70-9f53-4d13-b3e2-7c7fc5bb74de,A0038,Deposit,234.03,2023-01-01T06:58:00,Dining
bf1e611f-4f65-4d37-8a9c-1d3a3ba7f73f,A0070,Withdrawal,154.18,2023-01-04T02:14:00,Healthcare
d16eead7-4cda-426a-a915-79b1734adb7d,A0077,Deposit,375.07,2023-01-10T22:54:00,Travel
18e37daa-8201-474b-99e6-58d25604efe3,A0233,Payment,253.85,2023-01-03T18:01:00,Travel
add6e0d6-bdcd-4962-96d0-3046f8db0da5,A0326,Transfer,119.95,2023-01-23T04:52:00,Groceries
4ce41db5-473a-4ad1-b827-d5492be5c3c4,A0003,Transfer,450.29,2023-01-01T12:56:00,Groceries
58bbd226-6170-4009-97ad-944b641595a2,A0271,Payment,195.03,2023-01-25T09:10:00,Entertainment
649bc51e-64d5-4f6b-989f-99f75bfe7450,A0008,Transfer,274.06,2023-01-09T03:48:00,Groceries
1d2ef468-21ec-4b23-ada1-676d18849203,A0049,Withdrawal,453.7,2023-01-11T23:12:00,Utilities
06097fe6-2e2d-459e-b68b-d44aaa4ba416,A0317,Payment,314.0,2023-01-17T03:08:00,Entertainment
d5404fde-ed11-4082-aebe-cd3f97de7e1b,A0203,Deposit,62.86,2023-01-17T23:28:00,Dining
9ebafc80-a6ba-433e-83e7-f448b5749427,A0235,Withdrawal,470.22,2023-01-11T06:41:00,Entertainment
99274613-71ec-4733-a83a-81b130201a51,A0350,Deposit,315.72,2023-01-30T18:03:00,Education
5a57f29d-2543-4bfd-bde2-230d1b5c44c3,A0332,Deposit,170.78,2023-01-05T06:07:00,Dining
664a1932-2f05-46af-af3e-7d045aa408b6,A0194,Transfer,73.94,2023-01-26T03:41:00,Dining
d20efac1-00d8-4b8f-9619-191850eac477,A0028,Deposit,398.04,2023-01-08T19:11:00,Groceries
bb5b060e-d9ab-42e8-9bf1-75743cc6e2da,A0255,Transfer,311.94,2023-01-30T08:24:00,Education
77444419-466d-46f4-9821-600147c5b90d,A0169,Deposit,269.06,2023-01-25T00:53:00,Groceries
1ffe6177-f703-45df-9730-566a4eb6ee8e,A0117,Withdrawal,447.48,2023-01-26T19:04:00,Dining
b99c87e2-3924-4df8-9813-29efcb4f1636,A0138,Deposit,395.36,2023-01-04T09:12:00,Healthcare
2b387c88-8b46-4a85-a542-dc3133dd2890,A0143,Deposit,80.08,2023-01-09T03:54:00,Education
4282249e-0ead-4691-af5a-367de24a9ee7,A0161,Deposit,159.3,2023-01-10T10:16:00,Travel
5c93e7a8-6b26-4473-af7b-49d3a6f5ce64,A0073,Transfer,128.0,2023-01-04T12:02:00,Entertainment
b5529a1e-9592-4868-81ba-206b29a766a5,A0083,Withdrawal,373.25,2023-01-26T18:58:00,Education
e2cacd10-027b-4d4b-999c-e264fe511e80,A0199,Payment,21.6,2023-01-18T11:15:00,Education
3bf61969-d062-4479-9bb9-2cb4243e0ba9,A0378,Withdrawal,287.1,2023-01-04T13:39:00,Travel
cc3fa9e5-ba1a-430c-b516-2fe2e47cf982,A0381,Payment,382.42,2023-01-03T10:39:00,Groceries
